Customer_ID,custcare_Mean,new_cell,area,creditcd
1050223,0.0,N,CHICAGO AREA,Y
1050240,4.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1050249,0.0,U,OHIO AREA,Y
1050259,2.0,U,GREAT LAKES AREA,N
1050280,0.0,Y,CENTRAL-SOUTH TEXAS AREA,N
1050289,0.0,N,MIDWEST AREA,Y
1050292,4.0,Y,NEW YORK CITY AREA,N
1050316,4.666666667,Y,NEW YORK CITY AREA,Y
1050326,11.66666667,U,HOUSTON AREA,N
1050331,0.333333333,Y,NEW YORK CITY AREA,Y
1050344,0.0,U,CALIFORNIA NORTH AREA,Y
1050346,0.333333333,U,LOS ANGELES AREA,N
1050381,0.0,U,LOS ANGELES AREA,Y
1050385,0.0,U,SOUTH FLORIDA AREA,N
1050396,1.666666667,N,MIDWEST AREA,N
1050397,2.0,Y,MIDWEST AREA,Y
1050404,14.66666667,Y,NEW YORK CITY AREA,N
1050406,0.333333333,U,NEW ENGLAND AREA,Y
1050409,0.0,N,PHILADELPHIA AREA,Y
1050416,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1050431,0.333333333,U,NEW YORK CITY AREA,Y
1050452,0.0,U,NEW YORK CITY AREA,Y
1050458,0.0,U,HOUSTON AREA,N
1050468,0.666666667,U,CALIFORNIA NORTH AREA,N
1050482,0.0,U,GREAT LAKES AREA,Y
1050493,0.0,N,NEW ENGLAND AREA,Y
1050497,0.0,U,NEW ENGLAND AREA,Y
1050523,1.333333333,Y,SOUTH FLORIDA AREA,N
1050542,0.0,Y,NEW YORK CITY AREA,Y
1050566,0.0,N,SOUTH FLORIDA AREA,N
1050569,4.666666667,Y,NEW YORK CITY AREA,N
1050570,0.0,U,NEW YORK CITY AREA,N
1050577,0.0,U,NEW YORK CITY AREA,N
1050580,1.0,Y,SOUTH FLORIDA AREA,N
1050581,2.666666667,U,LOS ANGELES AREA,Y
1050598,2.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1050652,2.333333333,U,GREAT LAKES AREA,Y
1050678,0.0,U,CALIFORNIA NORTH AREA,Y
1050684,0.0,U,DALLAS AREA,N
1050686,1.0,U,CALIFORNIA NORTH AREA,Y
1050701,0.0,Y,OHIO AREA,Y
1050704,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
1050712,0.0,Y,ATLANTIC SOUTH AREA,Y
1050718,0.0,U,ATLANTIC SOUTH AREA,Y
1050723,1.333333333,U,MIDWEST AREA,Y
1050744,2.666666667,Y,ATLANTIC SOUTH AREA,Y
1050752,0.666666667,Y,ATLANTIC SOUTH AREA,N
1050755,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1050771,3.333333333,U,SOUTHWEST AREA,N
1050795,1.333333333,U,HOUSTON AREA,
1050812,0.0,U,CALIFORNIA NORTH AREA,Y
1050824,0.0,U,NEW YORK CITY AREA,Y
1050825,0.333333333,U,SOUTH FLORIDA AREA,Y
1050827,0.666666667,U,LOS ANGELES AREA,N
1050840,0.0,U,OHIO AREA,Y
1050859,7.666666667,U,CHICAGO AREA,N
1050862,0.0,N,DC-MARYLAND-VIRGINIA AREA,N
1050865,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1050866,0.0,U,GREAT LAKES AREA,N
1050868,7.0,U,CALIFORNIA NORTH AREA,Y
1050874,0.0,U,NEW YORK CITY AREA,N
1050883,1.333333333,U,GREAT LAKES AREA,Y
1050887,3.0,U,GREAT LAKES AREA,Y
1050890,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1050898,2.0,U,ATLANTIC SOUTH AREA,Y
1050906,0.666666667,Y,DC-MARYLAND-VIRGINIA AREA,Y
1050910,0.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1050917,0.0,N,HOUSTON AREA,Y
1050920,0.333333333,U,LOS ANGELES AREA,N
1050927,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1050935,2.666666667,U,SOUTHWEST AREA,Y
1050944,0.0,U,NEW ENGLAND AREA,N
1050966,7.0,N,NEW YORK CITY AREA,Y
1050970,0.0,Y,PHILADELPHIA AREA,Y
1050973,0.0,U,ATLANTIC SOUTH AREA,Y
1050978,9.666666667,Y,NEW YORK CITY AREA,N
1050982,0.0,U,DALLAS AREA,Y
1051003,0.0,N,NEW ENGLAND AREA,Y
1051064,0.0,U,CHICAGO AREA,Y
1051069,1.0,U,LOS ANGELES AREA,Y
1051089,0.0,N,GREAT LAKES AREA,Y
1051113,0.0,N,GREAT LAKES AREA,Y
1051120,39.33333333,Y,NEW YORK CITY AREA,N
1051124,0.0,U,TENNESSEE AREA,Y
1051131,0.0,Y,ATLANTIC SOUTH AREA,Y
1051133,0.0,U,NEW YORK CITY AREA,Y
1051142,1.0,N,CHICAGO AREA,Y
1051160,5.0,Y,HOUSTON AREA,Y
1051182,0.0,U,PHILADELPHIA AREA,Y
1051187,1.666666667,N,NEW YORK CITY AREA,N
1051221,1.666666667,N,ATLANTIC SOUTH AREA,Y
1051239,0.0,U,NEW YORK CITY AREA,Y
1051245,0.0,Y,SOUTH FLORIDA AREA,Y
1051259,0.0,U,LOS ANGELES AREA,N
1051272,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1051282,0.0,Y,CHICAGO AREA,Y
1051283,0.0,U,NEW ENGLAND AREA,Y
1051287,0.0,Y,NEW YORK CITY AREA,Y
1051301,2.0,Y,MIDWEST AREA,N
1051303,0.0,U,NEW ENGLAND AREA,N
1051304,0.333333333,U,NEW ENGLAND AREA,Y
1051324,0.0,U,CHICAGO AREA,Y
1051335,0.0,U,ATLANTIC SOUTH AREA,N
1051346,2.333333333,U,TENNESSEE AREA,N
1051349,4.0,U,NEW ENGLAND AREA,Y
1051355,0.333333333,U,OHIO AREA,N
1051356,0.666666667,U,NEW YORK CITY AREA,N
1051359,1.666666667,U,DALLAS AREA,Y
1051375,0.0,U,NEW ENGLAND AREA,Y
1051380,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1051393,0.666666667,U,ATLANTIC SOUTH AREA,Y
1051428,0.0,U,ATLANTIC SOUTH AREA,N
1051429,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1051440,0.0,U,MIDWEST AREA,Y
1051448,0.0,U,DALLAS AREA,Y
1051449,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1051453,2.0,U,NORTH FLORIDA AREA,N
1051454,0.0,U,SOUTHWEST AREA,Y
1051487,0.333333333,N,DC-MARYLAND-VIRGINIA AREA,N
1051492,6.0,N,GREAT LAKES AREA,Y
1051495,12.66666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1051497,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1051500,0.0,U,GREAT LAKES AREA,Y
1051501,0.0,U,LOS ANGELES AREA,Y
1051512,0.666666667,U,CENTRAL-SOUTH TEXAS AREA,Y
1051531,0.0,Y,NEW YORK CITY AREA,Y
1051533,0.0,U,TENNESSEE AREA,N
1051535,2.666666667,U,HOUSTON AREA,N
1051537,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1051540,0.666666667,Y,MIDWEST AREA,Y
1051542,0.666666667,U,NORTH FLORIDA AREA,Y
1051555,14.33333333,U,DALLAS AREA,N
1051562,3.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1051585,0.0,U,CHICAGO AREA,Y
1051602,0.333333333,Y,SOUTHWEST AREA,N
1051605,1.333333333,U,OHIO AREA,N
1051609,0.0,Y,NEW ENGLAND AREA,Y
1051611,0.0,N,NORTH FLORIDA AREA,Y
1051618,2.333333333,U,CHICAGO AREA,N
1051619,1.0,Y,NEW YORK CITY AREA,Y
1051639,0.0,U,GREAT LAKES AREA,Y
1051654,0.0,N,NEW YORK CITY AREA,N
1051671,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1051672,0.0,U,CHICAGO AREA,Y
1051705,0.666666667,U,LOS ANGELES AREA,Y
1051756,0.666666667,U,CHICAGO AREA,Y
1051783,0.0,U,CALIFORNIA NORTH AREA,Y
1051810,0.0,U,NEW ENGLAND AREA,Y
1051822,8.333333333,U,GREAT LAKES AREA,Y
1051826,7.333333333,U,SOUTH FLORIDA AREA,Y
1051830,0.0,Y,MIDWEST AREA,Y
1051838,28.66666667,N,CALIFORNIA NORTH AREA,N
1051847,1.0,U,SOUTHWEST AREA,Y
1051850,0.0,U,NORTH FLORIDA AREA,
1051856,0.0,U,HOUSTON AREA,Y
1051859,1.0,U,SOUTH FLORIDA AREA,Y
1051877,0.0,U,MIDWEST AREA,N
1051878,1.666666667,U,MIDWEST AREA,N
1051890,12.66666667,N,CENTRAL-SOUTH TEXAS AREA,Y
1051922,0.0,U,ATLANTIC SOUTH AREA,Y
1051933,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,
1051934,0.0,U,ATLANTIC SOUTH AREA,N
1051978,0.0,Y,MIDWEST AREA,Y
1051980,0.0,Y,SOUTHWEST AREA,Y
1051982,0.333333333,U,NEW ENGLAND AREA,N
1051985,0.0,U,GREAT LAKES AREA,Y
1051986,0.0,U,OHIO AREA,N
1051993,0.0,U,NEW YORK CITY AREA,N
1052005,0.333333333,U,CALIFORNIA NORTH AREA,N
1052007,0.0,U,SOUTHWEST AREA,N
1052011,0.0,U,NORTH FLORIDA AREA,N
1052013,5.0,U,NEW YORK CITY AREA,Y
1052022,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1052043,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1052069,0.0,U,ATLANTIC SOUTH AREA,Y
1052072,2.0,U,MIDWEST AREA,N
1052079,1.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1052084,0.0,Y,ATLANTIC SOUTH AREA,Y
1052085,0.0,U,NEW YORK CITY AREA,N
1052091,2.333333333,U,NORTH FLORIDA AREA,N
1052103,0.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1052105,0.0,U,ATLANTIC SOUTH AREA,Y
1052115,0.0,U,DALLAS AREA,Y
1052127,0.0,Y,SOUTHWEST AREA,Y
1052134,0.0,N,NEW ENGLAND AREA,Y
1052140,0.333333333,U,NEW YORK CITY AREA,Y
1052141,1.666666667,U,HOUSTON AREA,N
1052163,0.666666667,U,SOUTHWEST AREA,Y
1052176,1.0,Y,NEW YORK CITY AREA,Y
1052182,0.0,N,CHICAGO AREA,N
1052204,6.333333333,N,NEW YORK CITY AREA,Y
1052205,3.666666667,Y,MIDWEST AREA,Y
1052220,5.333333333,U,MIDWEST AREA,Y
1052223,20.0,Y,PHILADELPHIA AREA,N
1052240,0.0,U,NEW YORK CITY AREA,Y
1052245,17.0,U,DC-MARYLAND-VIRGINIA AREA,N
1052250,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1052262,0.0,U,HOUSTON AREA,Y
1052265,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1052276,0.0,U,NORTH FLORIDA AREA,Y
1052278,0.0,U,HOUSTON AREA,Y
1052293,0.0,U,LOS ANGELES AREA,N
1052295,0.333333333,U,OHIO AREA,Y
1052302,0.0,U,DALLAS AREA,N
1052334,0.333333333,Y,GREAT LAKES AREA,N
1052340,0.333333333,Y,NEW YORK CITY AREA,Y
1052344,2.333333333,U,CALIFORNIA NORTH AREA,Y
1052347,0.0,U,CHICAGO AREA,Y
1052348,0.0,N,NORTH FLORIDA AREA,Y
1052355,4.333333333,N,NORTH FLORIDA AREA,N
1052361,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1052441,0.333333333,U,SOUTH FLORIDA AREA,Y
1052461,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1052472,0.0,Y,NEW YORK CITY AREA,Y
1052476,0.0,U,CHICAGO AREA,N
1052491,0.0,U,CHICAGO AREA,Y
1052504,7.666666667,U,ATLANTIC SOUTH AREA,N
1052512,4.666666667,U,DALLAS AREA,Y
1052518,0.0,U,CHICAGO AREA,N
1052520,1.333333333,Y,SOUTHWEST AREA,N
1052542,20.66666667,N,NORTH FLORIDA AREA,Y
1052544,1.0,U,CENTRAL-SOUTH TEXAS AREA,Y
1052553,0.0,U,GREAT LAKES AREA,Y
1052582,0.333333333,U,PHILADELPHIA AREA,N
1052594,4.0,U,LOS ANGELES AREA,Y
1052604,0.0,U,CALIFORNIA NORTH AREA,Y
1052608,0.0,U,ATLANTIC SOUTH AREA,Y
1052614,12.0,U,GREAT LAKES AREA,Y
1052616,0.0,U,NEW YORK CITY AREA,Y
1052625,3.0,U,NEW YORK CITY AREA,N
1052637,8.0,U,CHICAGO AREA,Y
1052663,0.0,U,OHIO AREA,Y
1052665,4.0,N,DC-MARYLAND-VIRGINIA AREA,N
1052687,9.0,Y,NEW YORK CITY AREA,Y
1052690,0.0,U,NEW YORK CITY AREA,Y
1052695,0.0,U,OHIO AREA,Y
1052700,0.0,U,HOUSTON AREA,Y
1052722,0.0,U,SOUTHWEST AREA,N
1052736,0.0,U,NORTH FLORIDA AREA,Y
1052766,0.0,U,NORTH FLORIDA AREA,Y
1052770,0.0,U,DALLAS AREA,Y
1052776,0.0,U,NEW YORK CITY AREA,Y
1052782,7.0,U,NEW YORK CITY AREA,Y
1052821,1.0,U,CALIFORNIA NORTH AREA,Y
1052823,0.0,N,CENTRAL-SOUTH TEXAS AREA,
1052835,0.333333333,U,ATLANTIC SOUTH AREA,N
1052845,0.0,U,MIDWEST AREA,Y
1052857,8.333333333,U,LOS ANGELES AREA,N
1052860,0.0,Y,CHICAGO AREA,N
1052888,1.0,N,TENNESSEE AREA,N
1052890,0.0,U,ATLANTIC SOUTH AREA,N
1052900,4.0,Y,SOUTHWEST AREA,N
1052907,0.0,U,LOS ANGELES AREA,Y
1052919,12.0,U,NEW YORK CITY AREA,Y
1052929,0.0,U,NEW YORK CITY AREA,Y
1052930,0.0,Y,NEW YORK CITY AREA,Y
1052939,2.333333333,U,MIDWEST AREA,N
1052942,2.0,U,NEW YORK CITY AREA,N
1052953,0.333333333,U,DALLAS AREA,Y
1052962,0.333333333,U,NEW YORK CITY AREA,Y
1052974,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,N
1052975,2.666666667,U,CENTRAL-SOUTH TEXAS AREA,N
1052976,0.0,U,LOS ANGELES AREA,N
1052992,0.0,Y,DALLAS AREA,Y
1052994,0.333333333,U,CALIFORNIA NORTH AREA,Y
1052999,7.666666667,U,GREAT LAKES AREA,N
1053001,5.333333333,U,CALIFORNIA NORTH AREA,Y
1053006,0.0,N,MIDWEST AREA,N
1053010,0.0,U,MIDWEST AREA,Y
1053027,0.0,Y,CALIFORNIA NORTH AREA,Y
1053029,0.0,N,NORTH FLORIDA AREA,Y
1053042,0.0,U,ATLANTIC SOUTH AREA,Y
1053059,0.0,U,CHICAGO AREA,N
1053070,0.0,N,DC-MARYLAND-VIRGINIA AREA,Y
1053072,1.333333333,U,CALIFORNIA NORTH AREA,N
1053073,0.0,U,GREAT LAKES AREA,N
1053086,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1053099,0.333333333,U,CHICAGO AREA,N
1053126,9.0,Y,NEW YORK CITY AREA,N
1053129,0.0,N,HOUSTON AREA,Y
1053141,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1053160,0.0,Y,SOUTHWEST AREA,Y
1053161,13.0,U,NORTH FLORIDA AREA,Y
1053177,3.0,Y,CHICAGO AREA,Y
1053183,1.333333333,N,NEW YORK CITY AREA,Y
1053219,0.333333333,U,CALIFORNIA NORTH AREA,N
1053223,0.0,U,CALIFORNIA NORTH AREA,Y
1053230,0.0,U,CHICAGO AREA,Y
1053234,0.0,Y,CALIFORNIA NORTH AREA,Y
1053245,0.0,U,MIDWEST AREA,Y
1053265,4.0,N,LOS ANGELES AREA,Y
1053285,1.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1053287,15.66666667,U,NEW YORK CITY AREA,N
1053330,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1053335,5.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1053341,3.0,U,NEW YORK CITY AREA,Y
1053343,0.0,U,CALIFORNIA NORTH AREA,Y
1053344,0.0,U,NEW YORK CITY AREA,Y
1053355,0.0,U,SOUTHWEST AREA,N
1053356,8.666666667,U,SOUTHWEST AREA,Y
1053373,0.0,U,SOUTH FLORIDA AREA,Y
1053411,0.0,U,LOS ANGELES AREA,Y
1053417,0.0,U,NEW YORK CITY AREA,Y
1053430,1.0,N,HOUSTON AREA,Y
1053458,0.666666667,U,SOUTHWEST AREA,Y
1053471,0.333333333,U,NORTH FLORIDA AREA,Y
1053474,0.666666667,U,SOUTHWEST AREA,Y
1053508,0.0,Y,NEW YORK CITY AREA,Y
1053515,23.0,U,NEW ENGLAND AREA,N
1053541,3.0,U,MIDWEST AREA,N
1053562,4.666666667,U,DC-MARYLAND-VIRGINIA AREA,N
1053573,0.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1053575,0.0,U,DALLAS AREA,Y
1053583,0.0,U,NEW ENGLAND AREA,Y
1053588,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
1053615,0.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1053645,0.0,N,MIDWEST AREA,Y
1053646,0.333333333,U,CHICAGO AREA,Y
1053670,6.333333333,U,CALIFORNIA NORTH AREA,Y
1053678,0.0,U,LOS ANGELES AREA,Y
1053711,12.0,Y,GREAT LAKES AREA,Y
1053722,0.0,U,LOS ANGELES AREA,Y
1053762,0.0,U,NORTH FLORIDA AREA,Y
1053768,0.333333333,U,MIDWEST AREA,
1053777,0.666666667,U,NEW YORK CITY AREA,N
1053780,0.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1053781,0.333333333,U,MIDWEST AREA,Y
1053786,2.0,U,SOUTHWEST AREA,Y
1053792,1.0,Y,CENTRAL-SOUTH TEXAS AREA,Y
1053800,12.0,U,DALLAS AREA,N
1053801,0.333333333,U,DC-MARYLAND-VIRGINIA AREA,N
1053813,5.333333333,U,ATLANTIC SOUTH AREA,Y
1053819,1.0,U,TENNESSEE AREA,Y
1053821,1.0,U,NEW ENGLAND AREA,Y
1053824,0.0,U,NORTH FLORIDA AREA,Y
1053841,1.0,U,DALLAS AREA,N
1053845,0.0,U,NEW YORK CITY AREA,Y
1053854,4.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1053865,6.666666667,U,NEW YORK CITY AREA,Y
1053887,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1053916,0.0,U,NEW YORK CITY AREA,Y
1053936,0.0,U,NEW ENGLAND AREA,N
1053943,0.333333333,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1053950,0.0,U,SOUTHWEST AREA,Y
1053951,6.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1053953,0.333333333,U,HOUSTON AREA,Y
1053959,6.666666667,Y,CHICAGO AREA,Y
1053966,0.0,U,SOUTHWEST AREA,Y
1053974,0.0,N,SOUTHWEST AREA,Y
1054002,2.0,Y,PHILADELPHIA AREA,Y
1054018,10.33333333,U,SOUTH FLORIDA AREA,Y
1054030,2.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1054040,3.666666667,Y,NEW YORK CITY AREA,Y
1054041,2.0,Y,NEW ENGLAND AREA,Y
1054044,4.0,Y,CHICAGO AREA,Y
1054046,2.0,U,NEW YORK CITY AREA,Y
1054050,0.0,Y,HOUSTON AREA,Y
1054062,0.0,U,ATLANTIC SOUTH AREA,N
1054066,2.333333333,U,DC-MARYLAND-VIRGINIA AREA,Y
1054078,0.0,U,NEW YORK CITY AREA,Y
1054080,0.0,U,LOS ANGELES AREA,N
1054125,0.666666667,Y,NEW YORK CITY AREA,N
1054126,0.0,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1054132,0.0,U,TENNESSEE AREA,Y
1054147,0.0,U,CALIFORNIA NORTH AREA,N
1054151,6.0,Y,CALIFORNIA NORTH AREA,Y
1054171,0.0,U,NEW YORK CITY AREA,N
1054183,0.0,Y,NEW YORK CITY AREA,N
1054222,8.0,U,GREAT LAKES AREA,N
1054241,1.666666667,Y,DC-MARYLAND-VIRGINIA AREA,Y
1054250,15.66666667,U,NEW ENGLAND AREA,Y
1054294,0.0,U,SOUTH FLORIDA AREA,Y
1054295,0.0,U,NEW YORK CITY AREA,Y
1054305,0.0,U,SOUTHWEST AREA,Y
1054317,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
1054318,0.0,U,MIDWEST AREA,N
1054321,2.333333333,U,CHICAGO AREA,Y
1054330,0.0,Y,ATLANTIC SOUTH AREA,Y
1054333,5.666666667,U,CHICAGO AREA,N
1054347,0.0,U,NEW YORK CITY AREA,Y
1054354,0.666666667,U,NEW YORK CITY AREA,Y
1054355,0.333333333,U,PHILADELPHIA AREA,N
1054357,0.666666667,U,MIDWEST AREA,Y
1054363,0.0,Y,HOUSTON AREA,Y
1054368,0.0,Y,CHICAGO AREA,Y
1054377,1.666666667,U,TENNESSEE AREA,Y
1054386,1.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1054387,1.333333333,Y,CHICAGO AREA,Y
1054421,0.0,U,ATLANTIC SOUTH AREA,Y
1054428,0.0,U,ATLANTIC SOUTH AREA,N
1054430,3.666666667,N,CALIFORNIA NORTH AREA,Y
1054432,1.333333333,U,NORTH FLORIDA AREA,N
1054436,3.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1054439,0.666666667,Y,MIDWEST AREA,
1054447,0.333333333,U,OHIO AREA,N
1054472,0.0,U,CALIFORNIA NORTH AREA,Y
1054473,0.0,U,DC-MARYLAND-VIRGINIA AREA,Y
1054482,3.666666667,U,PHILADELPHIA AREA,N
1054484,1.333333333,N,OHIO AREA,Y
1054491,0.0,U,LOS ANGELES AREA,Y
1054492,2.333333333,U,NORTH FLORIDA AREA,Y
1054493,0.0,N,CALIFORNIA NORTH AREA,N
1054495,1.333333333,N,ATLANTIC SOUTH AREA,Y
1054503,1.333333333,U,CHICAGO AREA,Y
1054517,3.666666667,U,MIDWEST AREA,Y
1054528,0.0,U,CALIFORNIA NORTH AREA,N
1054531,0.333333333,N,MIDWEST AREA,Y
1054534,0.0,U,SOUTHWEST AREA,Y
1054536,0.0,U,GREAT LAKES AREA,Y
1054550,0.333333333,U,CHICAGO AREA,Y
1054557,0.0,U,NEW ENGLAND AREA,Y
1054558,1.666666667,U,TENNESSEE AREA,Y
1054597,3.333333333,N,SOUTHWEST AREA,N
1054601,0.0,U,NORTH FLORIDA AREA,Y
1054627,8.666666667,U,LOS ANGELES AREA,N
1054640,0.0,U,CHICAGO AREA,Y
1054641,0.333333333,U,NEW YORK CITY AREA,Y
1054646,0.333333333,U,OHIO AREA,Y
1054660,1.333333333,U,NORTH FLORIDA AREA,Y
1054667,0.0,U,NEW ENGLAND AREA,Y
1054678,11.0,N,GREAT LAKES AREA,Y
1054679,0.0,U,PHILADELPHIA AREA,Y
1054687,2.666666667,Y,MIDWEST AREA,Y
1054697,0.0,U,GREAT LAKES AREA,N
1054701,0.0,Y,NEW ENGLAND AREA,Y
1054703,0.0,U,SOUTH FLORIDA AREA,Y
1054709,0.0,U,OHIO AREA,N
1054750,1.0,U,NEW ENGLAND AREA,Y
1054763,1.333333333,U,NEW YORK CITY AREA,Y
1054795,1.0,U,CALIFORNIA NORTH AREA,Y
1054804,2.0,Y,NEW YORK CITY AREA,Y
1054806,0.0,U,OHIO AREA,N
1054808,0.0,U,NEW YORK CITY AREA,Y
1054823,0.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1054826,0.0,U,ATLANTIC SOUTH AREA,Y
1054830,0.333333333,Y,NEW YORK CITY AREA,Y
1054831,1.333333333,U,OHIO AREA,N
1054850,0.0,U,TENNESSEE AREA,Y
1054875,4.666666667,U,HOUSTON AREA,Y
1054882,0.0,U,HOUSTON AREA,N
1054906,0.0,U,NORTH FLORIDA AREA,N
1054910,0.0,U,SOUTHWEST AREA,Y
1054923,0.0,N,DALLAS AREA,Y
1054933,0.0,Y,NEW ENGLAND AREA,Y
1054948,1.666666667,U,SOUTHWEST AREA,N
1054954,0.666666667,U,ATLANTIC SOUTH AREA,N
1054961,8.666666667,U,OHIO AREA,Y
1054963,4.666666667,Y,NEW YORK CITY AREA,N
1054988,0.0,U,DALLAS AREA,N
1054991,0.0,N,OHIO AREA,N
1055010,3.0,U,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1055021,12.33333333,U,LOS ANGELES AREA,N
1055029,0.0,Y,MIDWEST AREA,Y
1055031,0.0,U,ATLANTIC SOUTH AREA,Y
1055035,2.333333333,Y,HOUSTON AREA,Y
1055040,0.0,U,ATLANTIC SOUTH AREA,Y
1055042,0.0,U,GREAT LAKES AREA,Y
1055051,0.0,N,SOUTH FLORIDA AREA,Y
1055052,0.0,U,NEW YORK CITY AREA,Y
1055064,11.66666667,Y,NEW YORK CITY AREA,N
1055090,0.0,U,LOS ANGELES AREA,Y
1055092,5.333333333,U,NEW YORK CITY AREA,Y
1055100,0.0,U,NEW YORK CITY AREA,N
1055109,0.0,N,TENNESSEE AREA,Y
1055110,9.666666667,U,TENNESSEE AREA,N
1055126,0.0,U,SOUTHWEST AREA,N
1055127,0.0,U,LOS ANGELES AREA,Y
1055136,1.333333333,Y,NORTHWEST-ROCKY MOUNTAIN AREA,Y
1055137,0.0,U,TENNESSEE AREA,N
1055140,12.66666667,Y,CALIFORNIA NORTH AREA,Y
1055153,0.0,U,NEW YORK CITY AREA,N
1055164,0.0,U,NORTH FLORIDA AREA,Y
1055172,1.0,N,LOS ANGELES AREA,N
1055178,0.0,U,MIDWEST AREA,N
1055181,0.0,U,NEW YORK CITY AREA,Y
1055183,9.333333333,U,NORTH FLORIDA AREA,Y
1055188,0.0,Y,MIDWEST AREA,Y
1055197,0.666666667,U,ATLANTIC SOUTH AREA,Y
1055203,0.666666667,U,GREAT LAKES AREA,Y
1055204,0.0,U,NORTH FLORIDA AREA,Y
1055217,6.333333333,U,NEW YORK CITY AREA,N
1055226,7.333333333,U,OHIO AREA,N
1055232,0.0,U,NEW ENGLAND AREA,N
1055234,0.0,Y,DC-MARYLAND-VIRGINIA AREA,Y
1055235,2.0,N,OHIO AREA,N
1055254,0.333333333,U,CHICAGO AREA,Y
1055256,2.333333333,U,LOS ANGELES AREA,N
1055263,0.0,Y,TENNESSEE AREA,Y
1055265,0.0,Y,DALLAS AREA,Y
1055279,0.0,U,NEW YORK CITY AREA,Y
1055284,4.666666667,U,NORTHWEST-ROCKY MOUNTAIN AREA,N
1055302,0.0,U,CHICAGO AREA,Y
1055305,2.666666667,U,MIDWEST AREA,Y
1055309,0.0,U,LOS ANGELES AREA,Y
1055353,0.0,U,SOUTHWEST AREA,N
1055355,6.666666667,U,DC-MARYLAND-VIRGINIA AREA,Y
1055371,0.0,N,CHICAGO AREA,Y
1055380,0.666666667,Y,NEW YORK CITY AREA,Y
1055383,2.333333333,N,CALIFORNIA NORTH AREA,Y
1055388,9.666666667,U,MIDWEST AREA,Y
1055391,1.0,U,SOUTHWEST AREA,N
1055397,0.0,U,SOUTH FLORIDA AREA,Y
1055408,0.0,U,DALLAS AREA,Y
1055409,4.666666667,Y,NEW YORK CITY AREA,Y
1055418,8.0,U,NEW YORK CITY AREA,Y
1055422,3.333333333,U,CHICAGO AREA,N
1055424,4.0,U,NEW YORK CITY AREA,Y
1055434,0.0,U,DC-MARYLAND-VIRGINIA AREA,N
1055438,0.0,U,CALIFORNIA NORTH AREA,Y
1055446,0.0,U,PHILADELPHIA AREA,N
1055451,0.0,U,DALLAS AREA,Y
1055452,0.0,U,MIDWEST AREA,N
1055456,1.0,U,MIDWEST AREA,Y
